strategy,timeframe,rank,total_trades,win_rate,profit_factor,expectancy,max_drawdown,gross_pnl,net_pnl,lookback,rsi_threshold,distance_from_ema20,volume_ratio,bb_std_multiplier,take_profit_pct,stop_loss_pct,max_holding_candles,min_quality_score,min_body_to_range,min_close_location,min_range_expansion,min_atr_expansion,min_ema20_slope_pct,min_ema_alignment_strength,min_breakout_distance_pct
donchian_breakout,15m,110,1347,0.41573867854491464,0.7606531016018397,-0.09109152482286069,125.65906635815266,-14.946262441369907,-122.70028393639335,3,,,0.4,,0.012,0.008,24,3,0.4,0.7,1.0,1.0,0.0,0.0,0.0005
donchian_breakout,15m,111,1378,0.41654571843251087,0.7604665825703104,-0.0913048532574987,128.77216407404686,-15.584321517440186,-125.8180877888332,3,,,0.4,,0.012,0.008,24,2,0.6,0.85,1.0,1.0,0.0,0.0,0.0
donchian_breakout,15m,112,1382,0.4153400868306802,0.7604647626705053,-0.09133363582768768,129.17716099907798,-15.66935245484631,-126.22308471386437,3,,,0.4,,0.012,0.008,24,2,0.6,0.85,1.0,0.9,0.0,0.0,0.0
donchian_breakout,15m,113,1383,0.4150397686189443,0.7604409537133916,-0.09139228028480088,129.34959991909327,-15.761828365225716,-126.39552363387962,3,,,0.4,,0.012,0.008,24,2,0.4,0.7,1.0,0.9,0.0,0.0,0.0
donchian_breakout,15m,114,1383,0.4150397686189443,0.7604409537133916,-0.09139228028480088,129.34959991909327,-15.761828365225716,-126.39552363387962,3,,,0.4,,0.012,0.008,24,2,0.4,0.7,1.25,0.9,0.0,0.0,0.0
donchian_breakout,15m,115,1382,0.4153400868306802,0.7603434084649968,-0.09145094432191322,129.3392813380977,-15.83153766795127,-126.38520505288407,3,,,0.4,,0.012,0.008,24,2,0.4,0.7,1.0,1.0,0.0,0.0,0.0
donchian_breakout,15m,116,1382,0.4153400868306802,0.7603434084649968,-0.09145094432191322,129.3392813380977,-15.83153766795127,-126.38520505288407,3,,,0.4,,0.012,0.008,24,2,0.4,0.7,1.25,1.0,0.0,0.0,0.0
donchian_breakout,15m,117,1381,0.41564083997103546,0.7601725205500429,-0.09150863668231068,129.32750354348465,-15.899787173140332,-126.37342725827106,3,,,0.4,,0.012,0.008,24,2,0.4,0.85,1.0,1.0,0.0,0.0,0.0
donchian_breakout,15m,118,1382,0.414616497829233,0.7599844091871342,-0.09161944765527308,129.57215294480105,-16.06450246057162,-126.61807665958739,3,,,0.4,,0.012,0.008,24,2,0.6,0.7,1.25,1.0,0.0,0.0,0.0
donchian_breakout,15m,119,1375,0.4123636363636364,0.7598101066425088,-0.0915644249600828,130.046657880514,-15.907447299033475,-125.90108432011385,3,,,0.4,,0.012,0.008,24,3,0.4,0.7,1.0,0.9,0.0,0.0,0.0
donchian_breakout,15m,120,1380,0.4152173913043478,0.7597532756092646,-0.0916342961280983,129.4094049419893,-16.06175335811892,-126.45532865677566,3,,,0.4,,0.012,0.008,24,2,0.6,0.85,1.25,0.9,0.0,0.0,0.0
donchian_breakout,15m,121,1381,0.41491672700941346,0.7597416402571222,-0.09168165985878658,129.56644855019786,-16.13882779610272,-126.61237226498427,3,,,0.4,,0.012,0.008,24,2,0.4,0.85,1.25,1.0,0.0,0.0,0.0
donchian_breakout,15m,122,1384,0.4147398843930636,0.7591752046480812,-0.09196185233661823,130.22927991909327,-16.56182836522573,-127.27520363387963,3,,,0.4,,0.012,0.008,24,2,0.6,0.7,1.25,0.9,0.0,0.0,0.0
donchian_breakout,15m,123,1377,0.41249092229484385,0.7590503151784093,-0.09180843027228458,130.13071851351174,-16.266715171004282,-126.42020848493587,3,,,0.4,,0.012,0.008,24,2,0.6,0.7,1.0,0.9,0.0,0.0,0.0005
donchian_breakout,15m,124,1383,0.4150397686189443,0.7590037449171361,-0.0920198306863822,130.2175021244802,-16.63007787041477,-127.26342583926659,3,,,0.4,,0.012,0.008,24,2,0.4,0.85,1.0,0.9,0.0,0.0,0.0
donchian_breakout,15m,125,1383,0.4150397686189443,0.7590037449171361,-0.0920198306863822,130.2175021244802,-16.63007787041477,-127.26342583926659,3,,,0.4,,0.012,0.008,24,2,0.4,0.85,1.25,0.9,0.0,0.0,0.0
donchian_breakout,15m,126,1385,0.4144404332129964,0.7579136622431312,-0.09253060190171813,131.10895991909328,-17.361828365225723,-128.15488363387962,3,,,0.4,,0.012,0.008,24,2,0.6,0.7,1.0,0.9,0.0,0.0,0.0
donchian_breakout,15m,127,1384,0.4147398843930636,0.7578152099467669,-0.0925900036509278,131.09864133809774,-17.43153766795128,-128.14456505288408,3,,,0.4,,0.012,0.008,24,2,0.6,0.7,1.0,1.0,0.0,0.0,0.0
donchian_breakout,15m,128,1337,0.4128646222887061,0.7553577104654597,-0.09363954697707672,128.15485673011088,-18.24337165701439,-125.19607430835157,3,,,0.4,,0.012,0.008,24,3,0.4,0.85,1.0,1.0,0.0,0.0,0.0005
